gene_oid,Locus Tag,Gene Product Name,Genome ID,Genome Name,Gene Symbol,GenBank Accession,Chromosome,Start Coord,End Coord,Strand,DNA Sequence Length (bp),Amino Acid Sequence Length (aa),Locus Type,Is Pseudogene,Is Obsolete,Is Partial Gene,Add Date,Is Public,Transmembrane Helices,Signal Peptides,Scaffold ID,Scaffold External Accession,Scaffold Name,Scaffold Length (bp),Scaffold GC %,Scaffold Read Depth,COG,Pfam,Tigrfam,Enzyme,KO,IMG Term,Alt. Contact Email,Alt. Contact Name,Alt2. Contact Emails (GOLD),Alt2. Contact Names (GOLD),Altitude In Meters,Biotic Relationships,Cell Arrangement,Cell Shape,Chlorophyll concentration,Clade,Contact Email,Contact Name,Culture Type,Cultured,Depth In Meters,Diseases,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Ecotype,Energy Source,Funding Program,Funding Year,Geographic Location,GOLD Sequencing Depth,GOLD Sequencing Quality,GOLD Sequencing Strategy,GPTS Proposal ID,Gram Staining,Habitat,HMP ID,Host Gender,Host Name,Is Published,Isolation,Isolation Country,ITS Proposal ID,ITS SP ID,Latitude,Longhurst Code,Longhurst Description,Longitude,Medical Record Number,Metabolism,Motility,NCBI Bioproject Accession,NCBI Biosample Accession,Nitrate Concentration,Oxygen concentration,Oxygen Requirement,pH,Phenotype,PMO Project ID,Pressure,Project / Study Name,Proportal Isolation,Proportal Ocean,Proportal Station,Proportal WOA Dissolved Oxygen,Proportal WOA Nitrate,Proportal WOA Phosphate,Proportal WOA Salinity,Proportal WOA Silicate,Proportal WOA Temperature,Pubmed ID,Relevance,Salinity,Salinity Concentration,Sample Body Site,Sample Body Subsite,Sample Collection Date ,Sample Collection Temperature,Seq Status,Sequencing Method,Specific Ecosystem,Sporulation,Temperature Range,Type Strain,Uncultured Type,Visits,is_ca,is_dab1
2511992637,M013TW_0416,hypothetical protein,2511231205,Staphylococcus aureus aureus M013,,,,461693,462820,+,1128,375,CDS,No,No,,2/28/12,Yes,,,2511244693,CP003166,Staphylococcus aureus aureus M013 : CP003166,2788636.0,0.33,1.0,,pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,NCKyrpides@lbl.gov,Nikos Kyrpides,nckyrpides@lbl.gov; lauderdale@nhri.org.tw,Nikos Kyrpides; Tsai-Ling Yang Lauderdale,_,_,_,_,_,_,lauderdale@nhri.org.tw,Tsai-Ling Yang Lauderdale,Isolate,Yes,_,_,Host-associated,Human,Unclassified,Unclassified,_,Heterotroph,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,Host,_,_,Homo sapiens,Yes,wound specimen from a pediatric outpatient,Taiwan,_,_,_,_,_,_,_,_,_,PRJNA78007,_,_,_,_,_,_,_,_,Staphylococcus aureus aureus M013,_,_,_,_,_,_,_,_,_,22328755,Medical,_,_,Wound,_,_,_,Complete,454,Unclassified,_,_,No,_,_,False,True
2686731142,Ga0125040_11394,hypothetical protein,2684623085,Staphylococcus aureus XQ,,,,425168,427873,+,2706,901,CDS,No,No,,7/12/16,Yes,,,2684693143,Ga0125040_11,Staphylococcus aureus XQ : Ga0125040_11,2803594.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,China: Chongqing,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,No,blood,_,_,_,29.35,_,_,106.33,_,_,_,PRJNA301649,SAMN04253017,_,_,_,_,_,_,_,Staphylococcus aureus XQ,_,_,_,_,_,_,_,_,_,_,Medical,_,_,_,_,_,_,Complete,Ion Torrent PGM,_,_,_,_,_,_,False,True
649832520,Tmar_0818,Protein of unknown function DUF2309,649633101,"Thermaerobacter marianensis 7p75a, DSM 12885",,YP_004101660,,984415,987057,+,2643,880,CDS,No,No,,3/26/11,Yes,,,649633102,NC_014831,Thermaerobacter marianensis DSM 12885 chromosome: NC_014831,2844696.0,0.72,,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,NCKyrpides@lbl.gov,Nikos Kyrpides,jonathan.eisen@gmail.com,Jonathan Eisen,_,Free living,"Pairs, Singles",Rod-shaped,_,_,jonathan.eisen@gmail.com,Jonathan Eisen,Isolate,Yes,10897,_,Environmental,Aquatic,Oceanic,Marine,_,Chemoheterotroph,GEBA,2007,"Challenger Deep; Mariana Trench, Pacific Ocean",_,Level 6: Finished,Whole Genome Sequencing,97601,Gram+,"Deep sea, Marine, Mud",_,_,_,Yes,mud from the Challenger Deep in the Mariana Trench at a depth of 10897m,Pacific Ocean,867,_,11.35,_,_,142.41,_,_,Nonmotile,PRJNA38025,SAMN00713570,_,_,Obligate aerobe,_,_,97952,_,"Thermaerobacter marianensis 7p75a, DSM 12885",_,_,_,_,_,_,_,_,_,21304738,"GEBA, Tree of Life",_,_,_,_,_,75 C,Complete,_,Sediment,Nonsporulating,Hyperthermophile,Yes,_,_,False,True
2826340231,Ga0198984_35,hypothetical protein,2826340197,Staphylococcus lugdunensis VISLISI_22,,,,34374,36944,-,2571,856,CDS,No,No,,5/29/19,Yes,,,2826340198,Ga0198984_02,Ga0198984_02 : Staphylococcus lugdunensis VISLISI_22,2567776.0,0.34,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,Host-associated,Human,Blood,Circulatory system,_,_,_,_,France: strasbourg,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,Homo sapiens,No,blood culture,France,_,_,48.35,_,_,7.44,_,_,_,PRJNA382358,SAMN06704732,_,_,_,_,_,_,_,Staphylococcus lugdunensis VISLISI_22,_,_,_,_,_,_,_,_,_,_,Medical,_,_,_,_,_,_,Complete,_,_,_,_,_,_,_,False,True
2695552874,Ga0109871_111121,hypothetical protein,2695420337,Staphylococcus aureus NRS120 GCA_001019485.1,,,,1143347,1146052,-,2706,901,CDS,No,No,,9/17/16,Yes,,,2695422753,Ga0109871_11,Staphylococcus aureus NRS120 : Ga0109871_11,2955883.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,"Massachusetts, USA",_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,No,peritoneal fluid,_,_,_,_,_,_,_,_,_,_,PRJNA231221,SAMN03255474,_,_,_,_,_,_,_,Staphylococcus aureus NRS120,_,_,_,_,_,_,_,_,_,_,Medical,_,_,_,_,_,_,Complete,"PacBio RS, Illumina",_,_,_,_,_,_,False,True
2826349421,Ga0198897_2126,hypothetical protein,2826347296,Staphylococcus lugdunensis FDAARGOS_222,,,,2138079,2140649,-,2571,856,CDS,No,No,,5/29/19,Yes,,,2826347296,Ga0198897_01,Ga0198897_01 : Staphylococcus lugdunensis FDAARGOS_222,2540253.0,0.34,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,butter@mail.rockefeller.edu,"Utter, Bryan",Isolate,Yes,_,_,Host-associated,Human,Lymph nodes,Lymphatic system,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,Homo sapiens,No,Axillary lymph node,France,_,_,_,_,_,_,_,_,_,PRJNA231221,SAMN04875559,_,_,_,_,_,_,_,Staphylococcus lugdunensis FDAARGOS_222,_,_,_,_,_,_,_,_,_,_,Medical,_,_,_,_,_,_,Complete,_,_,_,_,_,_,_,False,True
646625276,TK90_0879,Protein of unknown function DUF2309,646564584,Thioalkalivibrio sp. K90mix,,YP_003460130,,936104,939238,-,3135,1044,CDS,No,No,,6/24/10,Yes,,,646564546,NC_013889,Thioalkalivibrio sp. K90mix chromosome: NC_013889,2744800.0,0.66,,,pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,NCKyrpides@lbl.gov,Nikos Kyrpides,g.muijzer@uva.nl,Gerard Muyzer,_,Free living,_,Rod-shaped,_,_,g.muijzer@uva.nl,Gerard Muyzer,Isolate,Yes,_,_,Environmental,Aquatic,Alkaline,Non-marine Saline and Alkaline,_,Chemolithoautotroph,CSP,2007,"Kulunda Steppe, Altai, Russia",_,Level 6: Finished,Whole Genome Sequencing,50023,Gram-,"Aquatic, Fresh water, Sediment, Soda lakes",_,_,_,Yes,Soda lake sediment,Russia,_,_,51.416,_,_,79.483,_,Sulfur oxidizer,Motile,PRJNA30759,SAMN02598475,_,_,Aerobe,_,Alkalophile,16486,_,Thioalkalivibrio sp. K90mix,_,_,_,_,_,_,_,_,_,22675584,"Biotechnological, Environmental",Halotolerant,_,_,_,_,_,Complete,_,Sediment,Nonsporulating,Mesophile,Unknown,_,_,False,True
2641367345,Ga0098214_112830,hypothetical protein,2639762945,Nitrospira moscoviensis NSP M-1,,,,2836252,2839533,-,3282,1093,CDS,No,No,,11/7/15,Yes,,,2639812211,Ga0098214_11,Nitrospira moscoviensis NSP M-1 : Ga0098214_11,4589485.0,0.62,1.0,,pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,_,_,_,_,_,No,_,_,_,_,_,_,_,_,_,_,_,PRJNA283178,SAMN03702441,_,_,_,_,_,_,_,Nitrospira moscoviensis NSP M-1,_,_,_,_,_,_,_,_,_,_,Environmental,_,_,_,_,_,_,Complete,Illumina,_,_,_,Yes,_,_,False,True
2519896257,GHH_c04640,hypothetical protein,2519103198,Geobacillus sp. GHH01,GK0443,,,465295,467910,+,2616,871,CDS,No,No,,1/3/13,Yes,,,2519124684,GHH_c,Geobacillus sp. GHH01 : GHH_c,3583134.0,0.52,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,g2l.info@gwdg.de,G2L Team,_,Free living,Singles,Rod-shaped,_,_,g2l.info@gwdg.de,G2L Team,Isolate,Yes,_,_,Environmental,Terrestrial,Unclassified,Soil,_,Organoheterotroph,_,_,"Botanical Garden Hamburg, Germany",_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,Soil,_,_,_,Yes,"Soil, Botanical Garden Hamburg, Germany",Germany,_,_,53.568657,_,_,9.861546,_,_,Motile,PRJNA180997,SAMN02603276,_,_,Microaerophilic,_,_,_,_,Geobacillus sp. GHH01,_,_,_,_,_,_,_,_,_,23618712,"Biotechnological, Environmental, Industrial",_,_,_,_,_,_,Complete,"454 GS FLX Titanium, Sanger",Unclassified,Sporulating,Thermophile,No,_,_,False,True
2724015381,Ga0175381_11365,hypothetical protein,2721755803,Staphylococcus aureus aureus HG001 RN1,,,,415130,417835,+,2706,901,CDS,No,No,,3/23/17,Yes,,,2721801493,Ga0175381_11,Staphylococcus aureus aureus HG001 RN1 : Ga0175381_11,2819767.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,Engineered,Laboratory developed,_,_,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,Yes,_,_,_,_,_,_,_,_,_,_,_,PRJNA355085,SAMN06062108,_,_,_,_,_,_,_,Staphylococcus aureus aureus HG001 RN1,_,_,_,_,_,_,_,_,_,28798184,Model Organism,_,_,_,_,_,_,Complete,PacBio RS,_,_,_,_,_,_,False,True
2504661583,Marky_1969,hypothetical protein,2504643006,"Marinithermus hydrothermalis T1, DSM 14884",,,,1979700,1982723,+,3024,1007,CDS,No,No,,2/17/11,Yes,,,2504643872,Mhyd14884_Contig168,"Marinithermus hydrothermalis T1, DSM 14884 : Mhyd14884_Contig168",2269167.0,0.68,1.0,,pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,NCKyrpides@lbl.gov,Nikos Kyrpides,jonathan.eisen@gmail.com,Jonathan Eisen,_,Free living,"Filaments, Pairs",Rod-shaped,_,_,jonathan.eisen@gmail.com,Jonathan Eisen,Isolate,Yes,1385,_,Environmental,Aquatic,Hydrothermal vents,Marine,_,Heterotroph,GEBA,2007,"Suiyo Seamount in the Izu-Bonin Arc, Japan","1,6084x Illumina, 58.1x pyrosequence",Level 6: Finished,Whole Genome Sequencing,97601,Gram-,"Aquatic, Deep sea, Marine",_,_,_,Yes,"deep-sea hydrothermal vent chimney sample collected from the Suiyo Seamount in the Izu-Bonin Arc, Japan, at a depth of 1,385 m",Japan,867,_,28.65,_,_,140.82,_,_,Nonmotile,PRJNA50827,SAMN00713602,_,_,Obligate aerobe,7,_,401067,_,"Marinithermus hydrothermalis T1, DSM 14884",_,_,_,_,_,_,_,_,_,22675595,"GEBA, Tree of Life",_,_,_,_,_,70 C,Complete,"Illumina, 454 GS FLX Titanium",Unclassified,Nonsporulating,Thermophile,Yes,_,_,False,True
2510892087,HydSODRAFT_1599,hypothetical protein,2510461075,Hydrogenobaculum sp. SO,,,,684774,687659,+,2886,961,CDS,No,No,,2/4/12,Yes,,,2510537100,HydSO_HSF.3,Hydrogenobaculum sp. SO : HydSO_HSF.3,750474.0,0.35,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,Ioanna.Pagani@thermofisher.com,Ioanna Pagani,timmcder@montana.edu,Timothy McDermott,_,Free living,_,Rod-shaped,_,_,timmcder@montana.edu,Timothy McDermott,Isolate,Yes,_,_,Engineered,Unclassified,_,_,_,_,DD,2007,_,_,Level 6: Finished,Whole Genome Sequencing,50015,Gram-,Fresh water,_,_,_,No,_,_,_,_,_,_,_,_,_,_,Motile,PRJNA333960,SAMN05447118,_,_,Aerobe,_,_,16083,_,Hydrogenobaculum sp. SO,_,_,_,_,_,_,_,_,_,_,Biotechnological,_,_,_,_,_,_,Complete,"454 GS FLX Titanium, Illumina GAIIx",_,Nonsporulating,Thermophile,Unknown,_,_,False,True
2778251881,Ga0248415_104341,hypothetical protein,2775507287,Chloroflexus islandicus isl-2,,,,45246,47762,-,2517,838,CDS,No,No,,4/16/18,Yes,,,2775622688,Ga0248415_1043,Chloroflexus islandicus isl-2 : Ga0248415_1043,76901.0,0.62,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,denisgrouzdev@gmail.com,Denis Grouzdev,denisgrouzdev@gmail.com,Denis Grouzdev,_,_,_,_,_,_,denisgrouzdev@gmail.com,Denis Grouzdev,Isolate,Yes,_,_,Environmental,Aquatic,Hot (42-90C),Thermal springs,_,_,_,_,Iceland,_,Level 6: Finished,Whole Genome Sequencing,_,_,_,_,_,_,Yes,_,Russia,_,_,_,_,_,_,_,_,_,PRJNA318439,SAMN04851315,_,_,_,_,_,_,_,Chloroflexus islandicus isl-2,_,_,_,_,_,_,_,_,_,27445390,_,_,_,_,_,_,_,Complete,Illumina HiSeq 2500,_,_,_,Yes,_,_,False,True
2641367602,Ga0098214_113087,hypothetical protein,2639762945,Nitrospira moscoviensis NSP M-1,,,,3094440,3097694,+,3255,1084,CDS,No,No,,11/7/15,Yes,,,2639812211,Ga0098214_11,Nitrospira moscoviensis NSP M-1 : Ga0098214_11,4589485.0,0.62,1.0,,pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,_,_,_,_,_,No,_,_,_,_,_,_,_,_,_,_,_,PRJNA283178,SAMN03702441,_,_,_,_,_,_,_,Nitrospira moscoviensis NSP M-1,_,_,_,_,_,_,_,_,_,_,Environmental,_,_,_,_,_,_,Complete,Illumina,_,_,_,Yes,_,_,False,True
641372451,Caur_1777,hypothetical protein,641228485,Chloroflexus aurantiacus J-10-fl,,YP_001635383,,2444157,2446673,-,2517,838,CDS,No,No,,2/7/08,Yes,,,641228544,NC_010175,Chloroflexus aurantiacus J-10-fl: NC_010175,5258541.0,0.57,,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,NCKyrpides@lbl.gov,Nikos Kyrpides,blankenship@wustl.edu; nckyrpides@lbl.gov,Robert Blankenship; Nikos Kyrpides,_,Free living,Filaments,Filament-shaped,_,_,blankenship@wustl.edu,Robert Blankenship,Isolate,Yes,_,_,Environmental,Aquatic,Unclassified,Thermal springs,_,"Photosynthetic, Phototroph",DOEM,2001,Hakone hot spring area in Japan,_,Level 6: Finished,Whole Genome Sequencing,201764,Gram-,"Aquatic, Fresh water, Hot spring",_,_,_,Yes,Hakone hot spring area in Japan,Japan,_,_,35.23968,_,_,139.04623,_,Carbon dioxide fixation,Motile,PRJNA59,SAMN02598539,_,_,Anaerobe,_,Green non-sulfur,16673,_,Chloroflexus aurantiacus J-10-fl,_,_,_,_,_,_,_,_,_,21714912,"Biotechnological, Energy production, Evolution, Hydrogen production",_,_,_,_,_,_,Complete,Sanger,Unclassified,_,Thermophile,Yes,_,_,False,True
2668448702,Ga0111791_11448,hypothetical protein,2667527518,Staphylococcus aureus 93b_S9,,,,466548,469253,+,2706,901,CDS,No,No,,5/7/16,Yes,,,2667541956,Ga0111791_11,Staphylococcus aureus 93b_S9 : Ga0111791_11,2788353.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,No,_,_,_,_,_,_,_,_,_,_,_,PRJNA274731,SAMN03343952,_,_,_,_,_,_,_,Staphylococcus aureus 93b_S9,_,_,_,_,_,_,_,_,_,_,Medical,_,_,_,_,_,_,Complete,Illumina MiSeq,_,_,_,_,_,_,False,True
2719825004,Ga0175002_11814,hypothetical protein,2718218032,Halothiobacillus sp. LS2,,,,869123,871735,-,2613,870,CDS,No,No,,3/9/17,Yes,,,2718228465,Ga0175002_11,Halothiobacillus sp. LS2 : Ga0175002_11,2908964.0,0.61,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,0.5,_,_,_,_,_,_,_,_,_,China: Guangzhou,_,Level 6: Finished,Whole Genome Sequencing,_,_,_,_,_,_,No,_,China,_,_,23.04,_,_,113.41,_,_,_,PRJNA325348,SAMN05189898,_,_,_,_,_,_,_,Halothiobacillus sp. LS2,_,_,_,_,_,_,_,_,_,_,Environmental,_,_,_,_,_,_,Complete,"PacBio RS, Illumina",_,_,_,_,_,_,False,True
642564406,SH2560,hypothetical protein,642555160,Staphylococcus haemolyticus JCSC1435,,YP_254475,,2574556,2577126,-,2571,856,CDS,No,No,,9/20/08,Yes,,,642555109,NC_007168,Staphylococcus haemolyticus JCSC1435: NC_007168,2685015.0,0.33,,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,NCKyrpides@lbl.gov,Nikos Kyrpides,hiram@med.juntendo.ac.jp; nckyrpides@lbl.gov,Hiramatsu K; Nikos Kyrpides,_,Free living,"Clusters, Pairs, Singles",Coccus-shaped,_,_,hiram@med.juntendo.ac.jp,Hiramatsu K,Isolate,Yes,_,Opportunistic infection,Host-associated,Human,Unclassified,Unclassified,_,Heterotroph,_,_,"Japanese inpatient at Juntendo Hospital, Tokyo, in 2000",_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,"Host, Human skin",_,_,Homo sapiens,Yes,"Japanese inpatient at Juntendo Hospital, Tokyo, in 2000",Japan,_,_,35.702222,_,_,139.7625,_,_,Nonmotile,PRJNA12508,_,_,_,Facultative,_,"Antibiotic resistant, Pathogen",_,_,Staphylococcus haemolyticus JCSC1435,_,_,_,_,_,_,_,_,_,16237012,"Animal Pathogen, Biotechnological, Human Pathogen, Medical",_,_,_,_,_,_,Complete,_,Unclassified,Nonsporulating,Mesophile,Unknown,_,_,False,True
2689525039,Ga0125029_11363,hypothetical protein,2687453627,Staphylococcus aureus ST20130941,,,,411217,413922,+,2706,901,CDS,No,No,,7/27/16,Yes,,,2687454466,Ga0125029_11,Staphylococcus aureus ST20130941 : Ga0125029_11,2678881.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,No,83-year old woman with a hip prosthesis infection,France,_,_,_,_,_,_,_,_,_,PRJNA298754,SAMN04166543,_,_,_,_,_,_,_,Staphylococcus aureus ST20130941,_,_,_,_,_,_,_,_,_,_,Medical,_,_,_,_,_,_,Complete,454,_,_,_,_,_,_,False,True
2527092351,SAI4T8_1003300,hypothetical protein,2526164718,Staphylococcus aureus ST228/16035,,,,448529,451234,+,2706,901,CDS,No,No,,6/10/13,Yes,,,2526185547,HE579065,Staphylococcus aureus ST228/16035 : HE579065,2759835.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,Yes,_,_,_,_,_,_,_,_,_,_,_,PRJEA71349,_,_,_,_,_,_,_,_,Staphylococcus aureus ST228/16035,_,_,_,_,_,_,_,_,_,22720005,_,_,_,_,_,_,_,Complete,_,_,_,_,Unknown,_,_,False,True
2641758620,Ga0077919_11383,hypothetical protein,2639763044,Staphylococcus aureus aureus FORC_001,,,,424996,427701,+,2706,901,CDS,No,No,,11/7/15,Yes,,,2639822625,Ga0077919_11,Staphylococcus aureus subsp. aureus FORC_001 : Ga0077919_11,2886017.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,_,_,_,_,_,_,_,_,_,_,_,_,Isolate,Yes,_,_,_,_,_,_,_,_,_,_,_,_,Level 6: Finished,Whole Genome Sequencing,_,Gram+,_,_,_,_,No,_,_,_,_,_,_,_,_,_,_,_,PRJNA259937,SAMN03140315,_,_,_,_,_,_,_,Staphylococcus aureus aureus FORC_001,_,_,_,_,_,_,_,_,_,_,Agricultural,_,_,_,_,_,_,Complete,PacBio RS,_,_,_,_,_,_,False,True
2562256144,SAAG_00908,hypothetical protein,2561511148,Staphylococcus aureus aureus 55/2053,,,,418863,421568,+,2706,901,CDS,No,No,,3/23/14,Yes,,,2561541514,CP002388,Staphylococcus aureus aureus 55/2053 : CP002388,2756919.0,0.33,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,NCKyrpides@lbl.gov,Nikos Kyrpides,bwb@broad.mit.edu; nckyrpides@lbl.gov,Birren B; Nikos Kyrpides,_,Free living,"Clusters, Singles",Coccus-shaped,_,_,bwb@broad.mit.edu,Birren B,Isolate,Yes,_,"Pneumonia, Septicemia",Host-associated,Human,_,_,_,Heterotroph,_,_,_,20.16x,Level 6: Finished,Whole Genome Sequencing,_,Gram+,Host,_,_,Homo sapiens,No,_,_,_,_,_,_,_,_,_,_,Nonmotile,PRJNA34891,SAMN00103091,_,_,Facultative,_,"Meticillin resistant, Pathogen",_,_,Staphylococcus aureus aureus 55/2053,_,_,_,_,_,_,_,_,_,_,"Medical, Human Pathogen",_,_,_,_,_,_,Complete,454,_,Nonsporulating,Mesophile,Unknown,_,_,False,True
2506379676,Hyd3684_1089,hypothetical protein,2506210035,Hydrogenobaculum sp. 3684,,,,1008396,1011281,-,2886,961,CDS,No,No,,5/28/11,Yes,,,2506229426,unknown,Hydrogenobaculum sp. 3684 ((Finished QAed)) : unknown,1552775.0,0.35,1.0,"COG3002 - Uncharacterized conserved protein YbcC, UPF0753/DUF2309 family<br/><br/>",pfam10070 - DUF2309<br/><br/>,,,KO:K09822 - K09822; uncharacterized protein<br/><br/>,,Ioanna.Pagani@thermofisher.com,Ioanna Pagani,timmcder@montana.edu,Timothy McDermott,_,Free living,_,Rod-shaped,_,_,timmcder@montana.edu,Timothy McDermott,Isolate,Yes,_,_,Environmental,Aquatic,Unclassified,Thermal springs,_,"Autotroph, Chemolithoautotroph",DD,2007,"Yellowstone National Park, MT",_,Level 6: Finished,Whole Genome Sequencing,50015,Gram-,"Fresh water, Mat",_,_,_,Yes,"Dragon spring, an acid-sulfate-chloride geothermal spring at Yellowstone National Park",USA,_,_,44.479459,_,_,-110.649262,_,Arsenite oxidizer,Motile,PRJNA51769,SAMN02769644,_,_,Aerobe,_,_,16734,_,Hydrogenobaculum sp. 3684,_,_,_,_,_,_,_,_,_,23435891,Biotechnological,_,_,_,_,_,_,Complete,"454, Illumina",Unclassified,Nonsporulating,Thermophile,Unknown,_,_,False,True
